標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,761.0,4.39,三線多頭,75.5,↑,多頭排列,73%,PE:17.8,EPS:42.77,營收:15%,2.7x,,稍強★★,— 目前無買入信號,$679.4 ~ $693.1,$666.4
3017.TW,奇鋐,3555.0,2.45,三線多頭,49.4,↓,MA20上方,98%,PE:47.8,EPS:74.30,營收:66%,0.4x,,稍強★★,— 目前無買入信號,"$3,084.5 ~ $3,146.5","$3,007.0"
6111.TWO,6111擎亞,37.04999923706055,2.07,多空分歧,45.8,↑,MA20上方,19%,PE:--,EPS:-4.21,營收:174%,0.5x,,中性★,— 目前無買入信號,$32.9 ~ $33.6,$32.1
0056.TW,元大高股息,56.650001525878906,0.09,偏多,64.7,↓,MA20上方,95%,PE:22.2,EPS:--,營收:--,0.4x,,中性★,— 目前無買入信號,$53.2 ~ $54.3,$51.9
00878.TW,國泰永續高股息,34.880001068115234,-0.6,偏多,65.8,↑,MA20上方,96%,PE:19.6,EPS:--,營收:--,0.6x,,稍強★★,— 目前無買入信號,$32.5 ~ $33.2,$31.7
00713.TW,元大高息低波,63.20000076293945,-0.71,偏多,69.6,↓,MA20上方,96%,PE:19.0,EPS:--,營收:--,0.4x,,中性★,— 目前無買入信號,$59.9 ~ $61.1,$58.4
00919.TW,群益台灣精選高息,31.829999923706055,-0.72,偏多,48.3,↓,MA20上方,96%,PE:15.9,EPS:--,營收:--,0.8x,,中性★,🎯 一條件滿足 — 待確認,$30.1 ~ $30.7,$29.3
00909.TW,國泰智能電動車ETF,51.20000076293945,-2.85,偏多,59.2,↑,多頭排列,92%,PE:22.8,EPS:--,營收:--,0.2x,,稍強★★,— 目前無買入信號,$42.9 ~ $43.8,$42.8
NVDA,NVIDIA,,,偏多,,↑,MA20下方,nan%,PE:28.5,EPS:7.91,營收:106%,0.5x,,稍強★★,— 目前無買入信號,$207.9 ~ $212.1,$202.7
GEV,GE Vernova,,,多空分歧,,↑,MA20下方,nan%,PE:27.5,EPS:34.86,營收:22%,0.5x,,中性★,— 目前無買入信號,$863.9 ~ $881.3,$842.2
AMD,AMD,,,三線多頭,,↑,MA20下方,nan%,PE:161.7,EPS:3.90,營收:50%,0.5x,,強勢★★★,— 目前無買入信號,$438.3 ~ $447.1,$427.3
TSM,台積電ADR,,,多空分歧,,↑,MA20下方,nan%,PE:33.4,EPS:13.49,營收:36%,0.6x,,中性★,— 目前無買入信號,$404.7 ~ $412.8,$394.5
MU,美光,,,三線多頭,,↑,MA20下方,nan%,PE:24.5,EPS:44.19,營收:346%,0.5x,,強勢★★★,— 目前無買入信號,$898.1 ~ $916.1,$875.5
LRCX,科林研發,,,多空分歧,,↑,MA20下方,nan%,PE:54.6,EPS:5.77,營收:30%,0.7x,,中性★,— 目前無買入信號,$263.8 ~ $269.1,$257.1
2308.TW,台達電,1910.0,0.53,多空分歧,57.1,↑,MA20上方,62%,PE:61.0,EPS:31.32,營收:48%,0.7x,,中性★,— 目前無買入信號,"$1,552.2 ~ $1,583.4","$1,513.2"
2530.TW,華建,20.149999618530273,0.0,多空分歧,54.5,↑,MA20上方,23%,PE:32.0,EPS:0.63,營收:-99%,0.2x,,偏弱,— 目前無買入信號,$18.2 ~ $18.6,$17.8
00631L.TW,元大台灣50正2,38.869998931884766,-0.31,三線多頭,63.8,↑,多頭排列,90%,PE:--,EPS:--,營收:--,0.6x,,稍強★★,— 目前無買入信號,$34.3 ~ $35.0,$33.8
2330.TW,台積電,2475.0,-1.0,三線多頭,60.6,↑,MA20上方,96%,PE:29.0,EPS:85.39,營收:36%,0.4x,,強勢★★★,— 目前無買入信號,"$2,336.9 ~ $2,383.8","$2,297.0"
2317.TW,鴻海,250.5,-2.15,多空分歧,40.0,↑,MA20下方,56%,PE:16.6,EPS:15.11,營收:41%,0.5x,,中性★,🎯 一條件滿足 — 待確認,$242.3 ~ $247.2,$236.2
00910.TW,第一金太空衛星,58.150001525878906,-2.19,多空分歧,54.7,↑,MA20上方,42%,PE:23.5,EPS:--,營收:--,0.2x,,中性★,— 目前無買入信號,$54.6 ~ $55.7,$53.6
