標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
GEV,GE Vernova,895.030029296875,5.17,偏多,59.0,↑,MA20上方,96%,PE:50.6,EPS:17.70,營收:4%,0.7x,,稍強★★,🎯 一條件滿足 — 待確認,$772.6 ~ $788.2,$753.2
TSM,台積電ADR,337.1499938964844,2.4,多空分歧,42.1,↓,空頭排列,80%,PE:32.6,EPS:10.34,營收:20%,0.8x,,偏弱,🎯 一條件滿足 — 待確認,$316.1 ~ $322.4,$315.4
LRCX,科林研發,233.3249969482422,2.17,多空分歧,58.4,↑,MA20上方,89%,PE:48.0,EPS:4.86,營收:22%,0.4x,,中性★,🎯 一條件滿足 — 待確認,$193.1 ~ $197.0,$188.3
NVDA,NVIDIA,175.4949951171875,1.62,三線空頭,44.2,↓,空頭排列,71%,PE:35.8,EPS:4.90,營收:73%,0.6x,,迴避,🎯 一條件滿足 — 待確認,$170.9 ~ $174.3,$166.6
AMD,AMD,203.94000244140625,1.3,多空分歧,60.2,↑,MA20上方,67%,PE:77.9,EPS:2.62,營收:34%,0.4x,,中性★,— 目前無買入信號,$187.3 ~ $191.0,$182.6
2530.TW,華建,25.100000381469727,0.8,三線空頭,28.0,↓,MA20下方,4%,PE:10.1,EPS:2.49,營收:28%,0.6x,外資買超,迴避,🎯 一條件滿足 — 待確認,$24.2 ~ $24.7,$23.8
00713.TW,元大高息低波,50.95000076293945,-1.45,多空分歧,37.7,↓,MA20下方,76%,PE:15.9,EPS:--,營收:--,0.7x,外資買超,中性★,🎯 一條件滿足 — 待確認,$49.8 ~ $50.8,$48.6
2330.TW,台積電,1810.0,-1.63,多空分歧,39.8,↓,空頭排列,83%,PE:27.3,EPS:66.24,營收:20%,1.3x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,"$1,755.4 ~ $1,790.7","$1,711.3"
00878.TW,國泰永續高股息,22.079999923706055,-1.74,多空分歧,39.5,↓,MA20下方,77%,PE:16.2,EPS:--,營收:--,1.3x,外資賣超,迴避,🎯 一條件滿足 — 待確認,$21.2 ~ $21.6,$20.6
0056.TW,元大高股息,37.970001220703125,-2.06,多空分歧,41.6,↓,MA20下方,84%,PE:15.1,EPS:--,營收:--,2.0x,外資賣超,迴避,🎯 一條件滿足 — 待確認,$36.3 ~ $37.0,$35.4
00919.TW,群益台灣精選高息,22.440000534057617,-2.31,多空分歧,36.5,↓,MA20下方,81%,PE:11.7,EPS:--,營收:--,2.9x,外資賣超,迴避,🎯 一條件滿足 — 待確認,$21.7 ~ $22.2,$21.2
3293.TWO,鈊象電子,726.0,-2.42,多空分歧,58.2,↑,MA20上方,35%,PE:19.2,EPS:37.87,營收:12%,0.6x,,中性★,— 目前無買入信號,$662.8 ~ $676.1,$649.9
00910.TW,第一金太空衛星,55.849998474121094,-2.45,偏多,47.3,↓,MA20上方,92%,PE:31.1,EPS:--,營收:--,0.9x,外資賣超,中性★,🎯 一條件滿足 — 待確認,$52.1 ~ $53.1,$50.8
3017.TW,奇鋐,1995.0,-2.68,三線多頭,60.4,↑,多頭排列,96%,PE:41.4,EPS:48.18,營收:128%,0.7x,外資賣超,稍強★★,— 目前無買入信號,"$1,502.5 ~ $1,532.6","$1,464.7"
2317.TW,鴻海,196.0,-3.45,三線空頭,26.4,↓,空頭排列,56%,PE:14.6,EPS:13.40,營收:22%,1.3x,外資賣超,迴避,🎯 一條件滿足 — 待確認,$191.7 ~ $195.6,$189.2
6111.TWO,6111擎亞,43.04999923706055,-3.48,多空分歧,48.2,↑,MA20下方,9%,PE:--,EPS:-0.51,營收:88%,0.3x,,中性★,🎯 一條件滿足 — 待確認,$40.8 ~ $41.6,$39.8
00909.TW,國泰智能電動車ETF,38.369998931884766,-3.62,偏空,49.1,↑,MA20下方,57%,PE:17.1,EPS:--,營收:--,0.7x,外資賣超,迴避,🎯 一條件滿足 — 待確認,$36.2 ~ $36.9,$35.3
2308.TW,台達電,1410.0,-4.41,三線多頭,54.8,↑,MA20上方,90%,PE:61.3,EPS:23.01,營收:42%,1.2x,外資賣超,稍強★★,— 目前無買入信號,"$1,189.0 ~ $1,212.9","$1,159.1"
MU,美光,403.6564025878906,-4.55,多空分歧,55.3,↓,MA20下方,83%,PE:19.0,EPS:21.19,營收:196%,1.4x,,偏弱,🎯 一條件滿足 — 待確認,$355.9 ~ $363.0,$346.9
00631L.TW,元大台灣50正2,442.79998779296875,-5.66,多空分歧,39.8,↓,MA20下方,76%,PE:--,EPS:--,營收:--,2.2x,外資賣超,迴避,🎯 一條件滿足 — 待確認,$414.4 ~ $422.7,$404.0
