標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
AMD,AMD,347.80999755859375,13.91,三線多頭,97.4,↑,多頭排列,98%,PE:133.3,EPS:2.61,營收:34%,1.7x,,強勢★★★,— 目前無買入信號,$168.9 ~ $172.3,$187.1
TSM,台積電ADR,402.4599914550781,5.17,三線多頭,76.5,↑,多頭排列,97%,PE:34.5,EPS:11.67,營收:35%,1.7x,,強勢★★★,— 目前無買入信號,$312.2 ~ $318.5,$304.4
NVDA,NVIDIA,208.27000427246094,4.32,三線多頭,86.7,↑,多頭排列,96%,PE:42.6,EPS:4.89,營收:73%,1.2x,,稍強★★,— 目前無買入信號,$161.5 ~ $164.8,$159.3
00631L.TW,元大台灣50正2,29.6200008392334,4.15,三線多頭,90.3,↑,多頭排列,96%,PE:--,EPS:--,營收:--,35.7x,,稍強★★,— 目前無買入信號,$17.8 ~ $18.2,$18.7
2330.TW,台積電,2265.0,3.66,三線多頭,87.2,↑,多頭排列,96%,PE:30.8,EPS:73.63,營收:35%,2.4x,,強勢★★★,— 目前無買入信號,"$1,704.7 ~ $1,739.0","$1,707.2"
LRCX,科林研發,267.7799987792969,3.57,偏多,73.0,↑,MA20上方,96%,PE:50.5,EPS:5.30,營收:24%,1.1x,,稍強★★,— 目前無買入信號,$197.3 ~ $201.3,$192.6
MU,美光,496.7200012207031,3.11,三線多頭,85.2,↑,多頭排列,98%,PE:23.4,EPS:21.21,營收:196%,1.2x,,稍強★★,— 目前無買入信號,$309.9 ~ $316.2,$302.1
2317.TW,鴻海,228.0,2.93,多空分歧,86.0,↑,多頭排列,72%,PE:17.0,EPS:13.40,營收:22%,1.8x,,中性★,— 目前無買入信號,$181.8 ~ $185.5,$181.9
00909.TW,國泰智能電動車ETF,43.43000030517578,1.02,多空分歧,95.0,↑,多頭排列,81%,PE:19.3,EPS:--,營收:--,1.0x,,偏弱,— 目前無買入信號,$31.6 ~ $32.2,$32.1
00878.TW,國泰永續高股息,25.0,0.0,偏多,87.1,↑,多頭排列,96%,PE:17.4,EPS:--,營收:--,2.1x,,中性★,— 目前無買入信號,$21.1 ~ $21.5,$21.1
GEV,GE Vernova,1149.18994140625,-0.03,三線多頭,91.5,↑,多頭排列,96%,PE:33.6,EPS:34.25,營收:16%,1.2x,,稍強★★,— 目前無買入信號,$782.4 ~ $798.1,$782.8
0056.TW,元大高股息,40.900001525878906,-0.12,偏多,82.4,↑,MA20上方,92%,PE:16.4,EPS:--,營收:--,2.8x,,中性★,— 目前無買入信號,$35.5 ~ $36.2,$35.1
00713.TW,元大高息低波,53.099998474121094,-0.65,多空分歧,66.7,↑,MA20上方,83%,PE:16.2,EPS:--,營收:--,1.7x,,偏弱,🎯 一條件滿足 — 待確認,$50.3 ~ $51.3,$49.1
3293.TWO,鈊象電子,748.0,-0.66,多空分歧,40.0,↓,空頭排列,37%,PE:19.7,EPS:37.88,營收:12%,1.1x,,偏弱,🎯 一條件滿足 — 待確認,$727.3 ~ $742.0,$709.1
00919.TW,群益台灣精選高息,23.329999923706055,-0.72,多空分歧,63.6,↑,MA20上方,87%,PE:12.3,EPS:--,營收:--,1.7x,,偏弱,— 目前無買入信號,$21.8 ~ $22.3,$21.3
2530.TW,華建,21.399999618530273,-2.06,三線空頭,7.9,↓,空頭排列,4%,PE:10.8,EPS:1.99,營收:-91%,1.7x,,迴避,🎯 一條件滿足 — 待確認,$20.7 ~ $21.1,$20.3
6111.TWO,6111擎亞,46.650001525878906,-2.41,多空分歧,67.3,↑,MA20上方,28%,PE:--,EPS:-4.63,營收:98%,1.2x,,中性★,— 目前無買入信號,$39.7 ~ $40.5,$38.7
2308.TW,台達電,2020.0,-2.65,三線多頭,84.4,↑,MA20上方,95%,PE:87.7,EPS:23.03,營收:42%,1.3x,,稍強★★,— 目前無買入信號,"$1,291.9 ~ $1,317.9","$1,324.0"
00910.TW,第一金太空衛星,65.30000305175781,-3.26,多空分歧,55.8,↓,MA20下方,86%,PE:31.1,EPS:--,營收:--,3.0x,,偏弱,🎯 一條件滿足 — 待確認,$54.2 ~ $55.3,$52.9
3017.TW,奇鋐,2835.0,-3.74,三線多頭,81.8,↑,多頭排列,93%,PE:58.7,EPS:48.30,營收:128%,1.0x,,稍強★★,— 目前無買入信號,"$1,807.1 ~ $1,843.5","$1,886.6"
