標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,772.0,2.8,多空分歧,54.3,↓,MA20上方,49%,PE:20.4,EPS:37.83,營收:17%,0.9x,,偏弱,🎯 一條件滿足 — 待確認,$714.7 ~ $729.0,$703.2
00909.TW,國泰智能電動車ETF,,,多空分歧,,↓,MA20下方,nan%,PE:22.6,EPS:--,營收:--,0.3x,,偏弱,— 目前無買入信號,$45.3 ~ $46.2,$44.2
0056.TW,元大高股息,,,三線多頭,,↓,MA20下方,nan%,PE:20.6,EPS:--,營收:--,0.5x,,稍強★★,— 目前無買入信號,$43.8 ~ $44.7,$42.7
00878.TW,國泰永續高股息,,,三線多頭,,↓,MA20下方,nan%,PE:22.9,EPS:--,營收:--,0.8x,,稍強★★,— 目前無買入信號,$26.8 ~ $27.3,$26.1
00713.TW,元大高息低波,,,三線多頭,,↑,MA20下方,nan%,PE:18.5,EPS:--,營收:--,0.5x,,稍強★★,— 目前無買入信號,$54.7 ~ $55.8,$53.3
00919.TW,群益台灣精選高息,,,偏多,,↓,MA20下方,nan%,PE:15.8,EPS:--,營收:--,1.7x,,中性★,— 目前無買入信號,$24.9 ~ $25.4,$24.3
2330.TW,台積電,2400.0,1.05,三線多頭,61.2,↓,MA20上方,98%,PE:32.6,EPS:73.68,營收:35%,0.9x,,稍強★★,— 目前無買入信號,"$2,168.3 ~ $2,211.9","$2,113.8"
2530.TW,華建,20.100000381469727,0.75,多空分歧,65.2,↑,多頭排列,17%,PE:10.1,EPS:1.99,營收:16%,0.5x,,中性★,— 目前無買入信號,$17.6 ~ $18.0,$17.2
2317.TW,鴻海,269.0,0.56,偏多,52.0,↓,MA20下方,73%,PE:20.1,EPS:13.40,營收:29%,0.8x,,中性★,🎯 一條件滿足 — 待確認,$232.7 ~ $237.3,$232.3
GEV,GE Vernova,982.3499755859375,0.34,多空分歧,42.4,↑,MA20上方,72%,PE:28.7,EPS:34.27,營收:16%,0.8x,,中性★,🎯 一條件滿足 — 待確認,$851.7 ~ $868.9,$830.3
6111.TWO,6111擎亞,44.900001525878906,0.0,多空分歧,45.9,↑,MA20下方,35%,PE:--,EPS:-4.63,營收:128%,0.7x,,中性★,🎯 一條件滿足 — 待確認,$41.1 ~ $41.9,$40.1
3017.TW,奇鋐,2370.0,-1.66,多空分歧,36.2,↓,空頭排列,72%,PE:39.5,EPS:59.96,營收:110%,0.4x,,中性★,🎯 一條件滿足 — 待確認,"$2,239.0 ~ $2,284.0","$2,192.2"
NVDA,NVIDIA,207.41000366210938,-2.37,多空分歧,46.7,↓,MA20下方,69%,PE:32.6,EPS:6.37,營收:85%,0.7x,,中性★,🎯 一條件滿足 — 待確認,$198.3 ~ $202.3,$193.4
TSM,台積電ADR,425.8299865722656,-3.53,三線多頭,51.2,↓,MA20上方,91%,PE:37.9,EPS:11.24,營收:35%,0.6x,,稍強★★,— 目前無買入信號,$382.2 ~ $389.9,$372.6
LRCX,科林研發,369.3399963378906,-5.03,三線多頭,63.6,↑,多頭排列,92%,PE:69.8,EPS:5.29,營收:24%,1.1x,,稍強★★,— 目前無買入信號,$262.4 ~ $267.7,$255.8
MU,美光,1020.760009765625,-6.18,三線多頭,55.7,↓,多頭排列,91%,PE:48.1,EPS:21.22,營收:196%,1.3x,,稍強★★,— 目前無買入信號,$648.9 ~ $662.0,$632.6
AMD,AMD,507.2900085449219,-7.3,三線多頭,51.7,↓,多頭排列,88%,PE:168.5,EPS:3.01,營收:38%,0.6x,,稍強★★,— 目前無買入信號,$391.4 ~ $399.3,$381.6
00631L.TW,元大台灣50正2,,,三線多頭,,↓,MA20下方,nan%,PE:--,EPS:--,營收:--,1.5x,,稍強★★,— 目前無買入信號,$29.2 ~ $29.8,$28.5
00910.TW,第一金太空衛星,,,多空分歧,,↓,MA20下方,nan%,PE:32.6,EPS:--,營收:--,2.2x,,偏弱,— 目前無買入信號,$66.0 ~ $67.3,$64.3
2308.TW,台達電,2218.39990234375,0.9,多空分歧,36.3,↓,MA20下方,84%,PE:97.1,EPS:22.97,營收:34%,0.7x,,中性★,🎯 一條件滿足 — 待確認,"$1,860.9 ~ $1,898.3","$1,814.1"
